City/Town,Report Date,Total Case Count,Total Case Rate,Total Persons Tested,TotalTested Rate,Percent Positive (Last 14 days),,,,,,,,
Blackstone,06/03/2020,44,486.49,555,6136.41,7.93%,,,,,,,,
Blandford,06/03/2020,<5,*,41,3375.25,*,,,,,,,,
Bolton,06/03/2020,12,237.50,221,4374.00,5.43%,,,,,,,,
Boston,06/03/2020,13417,1930.59,62982,9062.57,21.30%,,,,,,,,
Bourne,06/03/2020,151,721.80,1389,6639.58,10.87%,,,,,,,,
Boxborough,06/03/2020,24,469.89,272,5325.41,8.82%,,,,,,,,
Boxford,06/03/2020,39,505.36,408,5286.88,9.56%,,,,,,,,
Boylston,06/03/2020,19,423.27,291,6482.70,6.53%,,,,,,,,
Braintree,06/03/2020,793,2014.75,3578,9090.51,22.16%,,,,,,,,
Brewster,06/03/2020,98,988.67,600,6053.06,16.33%,,,,,,,,
Bridgewater,06/03/2020,345,1212.78,3332,11713.02,10.35%,,,,,,,,
Brimfield,06/03/2020,6,161.06,147,3945.87,4.08%,,,,,,,,
Brockton,06/03/2020,4064,4136.46,14563,14822.66,27.91%,,,,,,,,
Brookfield,06/03/2020,20,546.19,159,4342.23,12.58%,,,,,,,,
Brookline,06/03/2020,365,566.91,2808,4361.30,13.00%,,,,,,,,
Buckland,06/03/2020,8,430.00,19,1021.25,42.11%,,,,,,,,
Burlington,06/03/2020,258,933.31,1800,6511.48,14.33%,,,,,,,,
Cambridge,06/03/2020,948,840.53,11894,10545.65,7.97%,,,,,,,,
Canton,06/03/2020,282,1222.65,2250,9755.18,12.53%,,,,,,,,
Carlisle,06/03/2020,15,314.55,202,4235.91,7.43%,,,,,,,,
Carver,06/03/2020,57,468.12,727,5970.63,7.84%,,,,,,,,
Charlemont,06/03/2020,<5,*,55,4616.99,*,,,,,,,,
Charlton,06/03/2020,67,476.12,1038,7376.29,6.45%,,,,,,,,
Chatham,06/03/2020,13,221.99,376,6420.61,3.46%,,,,,,,,
Chelmsford,06/03/2020,320,889.34,3309,9196.37,9.67%,,,,,,,,
Chelsea,06/03/2020,2779,7378.28,7094,18834.67,39.17%,,,,,,,,
Cheshire,06/03/2020,<5,*,150,5031.20,*,,,,,,,,
Chester,06/03/2020,<5,*,56,4126.36,*,,,,,,,,
Chesterfield,06/03/2020,<5,*,48,3922.10,*,,,,,,,,
Chicopee,06/03/2020,407,713.85,3421,6000.17,11.90%,,,,,,,,
Chilmark,06/03/2020,<5,*,43,5557.09,*,,,,,,,,
Clarksburg,06/03/2020,7,415.82,60,3564.21,11.67%,,,,,,,,
Clinton,06/03/2020,227,1612.76,1281,9101.09,17.72%,,,,,,,,
Cohasset,06/03/2020,24,324.35,383,5176.01,6.27%,,,,,,,,
Colrain,06/03/2020,<5,*,63,3923.04,*,,,,,,,,
Concord,06/03/2020,170,907.88,2014,10755.70,8.44%,,,,,,,,
Conway,06/03/2020,<5,*,86,4435.95,*,,,,,,,,
Cummington,06/03/2020,<5,*,47,5905.91,*,,,,,,,,
Dalton,06/03/2020,9,137.99,407,6240.28,2.21%,,,,,,,,
Danvers,06/03/2020,706,2472.35,3581,12540.35,19.72%,,,,,,,,
Dartmouth,06/03/2020,365,991.32,3200,8691.07,11.41%,,,,,,,,
Dedham,06/03/2020,371,1367.75,2332,8597.29,15.91%,,,,,,,,
Deerfield,06/03/2020,8,150.02,222,4163.11,3.60%,,,,,,,,
Dennis,06/03/2020,94,710.85,870,6579.14,10.80%,,,,,,,,
Dighton,06/03/2020,57,726.51,558,7112.11,10.22%,,,,,,,,
Douglas,06/03/2020,44,468.10,439,4670.38,10.02%,,,,,,,,
Dover,06/03/2020,18,345.41,222,4260.06,8.11%,,,,,,,,
Dracut,06/03/2020,447,1383.67,3373,10441.01,13.25%,,,,,,,,
Dudley,06/03/2020,76,613.70,601,4853.09,12.65%,,,,,,,,
Dunstable,06/03/2020,10,300.12,161,4831.86,6.21%,,,,,,,,
Duxbury,06/03/2020,102,674.01,1243,8213.66,8.21%,,,,,,,,
East Bridgewater,06/03/2020,174,1179.15,1162,7874.56,14.97%,,,,,,,,
East Brookfield,06/03/2020,10,446.14,85,3792.19,11.76%,,,,,,,,
East Longmeadow,06/03/2020,267,1578.53,1327,7845.33,20.12%,,,,,,,,
Eastham,06/03/2020,10,215.22,204,4390.51,4.90%,,,,,,,,
Easthampton,06/03/2020,79,487.25,884,5452.24,8.94%,,,,,,,,
Easton,06/03/2020,259,1092.91,1885,7954.17,13.74%,,,,,,,,
Edgartown,06/03/2020,7,170.66,237,5778.19,2.95%,,,,,,,,
Egremont,06/03/2020,5,456.27,41,3741.43,12.20%,,,,,,,,
Erving,06/03/2020,6,286.53,96,4584.45,6.25%,,,,,,,,
Essex,06/03/2020,23,618.17,196,5267.84,11.73%,,,,,,,,
Everett,06/03/2020,1647,3393.33,5575,11486.23,29.54%,,,,,,,,
Fairhaven,06/03/2020,227,1416.05,1796,11203.61,12.64%,,,,,,,,
Fall River,06/03/2020,1363,1523.80,9878,11043.39,13.80%,,,,,,,,
Falmouth,06/03/2020,185,591.97,2258,7225.27,8.19%,,,,,,,,
Fitchburg,06/03/2020,758,1798.22,4610,10936.43,16.44%,,,,,,,,
Florida,06/03/2020,<5,*,31,3949.16,*,,,,,,,,
Foxborough,06/03/2020,110,607.30,1149,6343.57,9.57%,,,,,,,,
Framingham,06/03/2020,1681,2257.40,7577,10175.08,22.19%,,,,,,,,
Franklin,06/03/2020,124,366.73,1752,5181.57,7.08%,,,,,,,,
Freetown,06/03/2020,89,983.61,637,7040.01,13.97%,,,,,,,,
Gardner,06/03/2020,190,950.48,2892,14467.31,6.57%,,,,,,,,
Georgetown,06/03/2020,54,604.44,484,5417.60,11.16%,,,,,,,,
Gill,06/03/2020,<5,*,49,2941.25,*,,,,,,,,
Gloucester,06/03/2020,251,876.86,1659,5795.64,15.13%,,,,,,,,
Goshen,06/03/2020,<5,*,22,1917.53,*,,,,,,,,
Gosnold,06/03/2020,0,0,0,0,0%,,,,,,,,
Grafton,06/03/2020,94,471.31,1089,5460.20,8.63%,,,,,,,,
Granby,06/03/2020,28,455.91,255,4152.07,10.98%,,,,,,,,
Granville,06/03/2020,10,642.55,77,4947.61,12.99%,,,,,,,,
Great Barrington,06/03/2020,72,1059.49,741,10903.88,9.72%,,,,,,,,
Greenfield,06/03/2020,193,1111.47,1266,7290.77,15.24%,,,,,,,,
Groton,06/03/2020,40,343.48,644,5530.06,6.21%,,,,,,,,
Groveland,06/03/2020,30,439.00,399,5838.74,7.52%,,,,,,,,
Hadley,06/03/2020,42,730.39,464,8069.08,9.05%,,,,,,,,
Halifax,06/03/2020,55,719.76,533,6975.16,10.32%,,,,,,,,
Hamilton,06/03/2020,31,414.77,286,3826.59,10.84%,,,,,,,,
Hampden,06/03/2020,83,1679.90,357,7225.58,23.25%,,,,,,,,
Hancock,06/03/2020,<5,*,11,1692.56,*,,,,,,,,
Hanover,06/03/2020,67,467.72,822,5738.29,8.15%,,,,,,,,
Hanson,06/03/2020,98,915.31,741,6920.88,13.23%,,,,,,,,
Hardwick,06/03/2020,9,271.78,138,4167.32,6.52%,,,,,,,,
Harvard,06/03/2020,17,245.40,223,3219.13,7.62%,,,,,,,,
Harwich,06/03/2020,121,963.14,857,6821.58,14.12%,,,,,,,,
Hatfield,06/03/2020,16,492.74,168,5173.79,9.52%,,,,,,,,
Haverhill,06/03/2020,1135,1723.73,6893,10468.44,16.47%,,,,,,,,
Hawley,06/03/2020,0,0,5,1706.94,0%,,,,,,,,
Heath,06/03/2020,0,0,18,2983.34,0%,,,,,,,,
Hingham,06/03/2020,257,1080.39,1838,7726.69,13.98%,,,,,,,,
Hinsdale,06/03/2020,<5,*,113,5313.47,*,,,,,,,,
Holbrook,06/03/2020,187,1655.59,1009,8933.12,18.53%,,,,,,,,
Holden,06/03/2020,102,540.80,1508,7995.38,6.76%,,,,,,,,
Holland,06/03/2020,8,312.46,75,2929.33,10.67%,,,,,,,,
Holliston,06/03/2020,56,406.25,769,5578.75,7.28%,,,,,,,,
Holyoke,06/03/2020,842,2043.47,3450,8372.89,24.41%,,,,,,,,
Hopedale,06/03/2020,39,686.74,389,6849.77,10.03%,,,,,,,,
Hopkinton,06/03/2020,119,729.42,1072,6570.87,11.10%,,,,,,,,
Hubbardston,06/03/2020,5,107.28,236,5063.60,2.12%,,,,,,,,
Hudson,06/03/2020,179,854.56,1350,6444.99,13.26%,,,,,,,,
Hull,06/03/2020,48,486.00,599,6064.91,8.01%,,,,,,,,
Huntington,06/03/2020,14,633.09,112,5064.73,12.50%,,,,,,,,
Ipswich,06/03/2020,66,490.82,887,6596.30,7.44%,,,,,,,,
Kingston,06/03/2020,131,965.84,1109,8176.42,11.81%,,,,,,,,
Lakeville,06/03/2020,55,487.13,688,6093.52,7.99%,,,,,,,,
Lancaster,06/03/2020,87,1015.43,540,6302.67,16.11%,,,,,,,,
Lanesborough,06/03/2020,8,262.63,153,5022.77,5.23%,,,,,,,,
Lawrence,06/03/2020,3163,3587.15,11603,13158.92,27.26%,,,,,,,,
Lee,06/03/2020,18,306.13,414,7041.06,4.35%,,,,,,,,
Leicester,06/03/2020,147,1305.06,919,8158.83,16.00%,,,,,,,,
Lenox,06/03/2020,13,266.47,605,12401.02,2.15%,,,,,,,,
Leominster,06/03/2020,613,1510.15,4523,11142.57,13.55%,,,,,,,,
Leverett,06/03/2020,<5,*,71,3515.08,*,,,,,,,,
Lexington,06/03/2020,316,928.18,1981,5818.75,15.95%,,,,,,,,
Leyden,06/03/2020,0,0,3,478.44,0%,,,,,,,,
Lincoln,06/03/2020,36,416.04,483,5581.90,7.45%,,,,,,,,
Littleton,06/03/2020,99,1018.71,578,5947.61,17.13%,,,,,,,,
Longmeadow,06/03/2020,204,1315.30,1041,6711.91,19.60%,,,,,,,,
Lowell,06/03/2020,2671,2285.67,15517,13278.43,17.21%,,,,,,,,
Ludlow,06/03/2020,118,565.57,1408,6748.46,8.38%,,,,,,,,
Lunenburg,06/03/2020,60,576.54,698,6707.08,8.60%,,,,,,,,
Lynn,06/03/2020,3430,3399.30,11580,11476.34,29.62%,,,,,,,,
Lynnfield,06/03/2020,90,772.60,849,7288.17,10.60%,,,,,,,,
Malden,06/03/2020,1151,1698.80,5922,8740.48,19.44%,,,,,,,,
Manchester,06/03/2020,19,384.12,191,3861.42,9.95%,,,,,,,,
Mansfield,06/03/2020,158,668.47,1580,6684.68,10.00%,,,,,,,,
Marblehead,06/03/2020,224,1165.60,1384,7201.74,16.18%,,,,,,,,
Marion,06/03/2020,13,280.14,478,10300.60,2.72%,,,,,,,,
Marlborough,06/03/2020,938,2159.35,4510,10382.37,20.80%,,,,,,,,
Marshfield,06/03/2020,157,607.13,1604,6202.74,9.79%,,,,,,,,
Mashpee,06/03/2020,54,351.15,1083,7042.59,4.99%,,,,,,,,
Mattapoisett,06/03/2020,31,536.20,334,5777.12,9.28%,,,,,,,,
Maynard,06/03/2020,69,661.26,708,6785.11,9.75%,,,,,,,,
Medfield,06/03/2020,35,307.01,588,5157.72,5.95%,,,,,,,,
Medford,06/03/2020,994,1634.48,5169,8499.63,19.23%,,,,,,,,
Medway,06/03/2020,113,863.92,765,5848.65,14.77%,,,,,,,,
Melrose,06/03/2020,239,826.36,1931,6676.53,12.38%,,,,,,,,
Mendon,06/03/2020,27,466.07,297,5126.77,9.09%,,,,,,,,
Merrimac,06/03/2020,34,532.08,411,6431.97,8.27%,,,,,,,,
Methuen,06/03/2020,939,1753.47,5277,9854.16,17.79%,,,,,,,,
Middleborough,06/03/2020,258,958.33,2158,8015.80,11.96%,,,,,,,,
Middlefield,06/03/2020,0,0,9,1983.87,0%,,,,,,,,
Middleton,06/03/2020,160,1550.49,824,7985.03,19.42%,,,,,,,,
Milford,06/03/2020,617,2105.57,2945,10050.08,20.95%,,,,,,,,
Millbury,06/03/2020,205,1501.05,1160,8493.76,17.67%,,,,,,,,
Millis,06/03/2020,47,595.26,519,6573.19,9.06%,,,,,,,,
Millville,06/03/2020,15,422.45,180,5069.34,8.33%,,,,,,,,
Milton,06/03/2020,295,1030.40,1820,6357.02,16.21%,,,,,,,,
Monroe,06/03/2020,0,0,4,4026.32,0%,,,,,,,,
Monson,06/03/2020,34,403.07,370,4386.35,9.19%,,,,,,,,
Montague,06/03/2020,25,292.45,477,5579.89,5.24%,,,,,,,,
Monterey,06/03/2020,0,0,25,2679.37,0%,,,,,,,,
Montgomery,06/03/2020,<5,*,9,1016.38,*,,,,,,,,
Mount Washington,06/03/2020,0,0,2,1475.43,0%,,,,,,,,
Nahant,06/03/2020,39,1191.96,259,7915.84,15.06%,,,,,,,,
Nantucket,06/03/2020,13,114.64,629,5546.98,2.07%,,,,,,,,
Natick,06/03/2020,412,1146.91,2315,6444.42,17.80%,,,,,,,,
Needham,06/03/2020,318,1084.87,2062,7034.62,15.42%,,,,,,,,
New Ashford,06/03/2020,0,0,5,2754.78,0%,,,,,,,,
New Bedford,06/03/2020,1910,1918.54,10970,11019.02,17.41%,,,,,,,,
New Braintree,06/03/2020,<5,*,42,3966.95,*,,,,,,,,
New Marlborough,06/03/2020,6,392.17,44,2875.89,13.64%,,,,,,,,
New Salem,06/03/2020,<5,*,47,4763.34,*,,,,,,,,
Newbury,06/03/2020,13,195.53,334,5023.55,3.89%,,,,,,,,
Newburyport,06/03/2020,81,454.96,1275,7161.43,6.35%,,,,,,,,
Newton,06/03/2020,760,828.54,6023,6566.18,12.62%,,,,,,,,
Norfolk,06/03/2020,24,194.40,1591,12886.95,1.51%,,,,,,,,
North Adams,06/03/2020,46,352.30,649,4970.50,7.09%,,,,,,,,
North Andover,06/03/2020,326,1077.74,2762,9131.00,11.80%,,,,,,,,
North Attleborough,06/03/2020,248,820.78,1794,5937.45,13.82%,,,,,,,,
North Brookfield,06/03/2020,14,301.29,216,4648.52,6.48%,,,,,,,,
North Reading,06/03/2020,184,1112.81,944,5709.18,19.49%,,,,,,,,
Northampton,06/03/2020,269,920.24,2143,7331.15,12.55%,,,,,,,,
Northborough,06/03/2020,220,1606.92,1227,8962.22,17.93%,,,,,,,,
Northbridge,06/03/2020,304,1690.36,1486,8262.76,20.46%,,,,,,,,
Northfield,06/03/2020,<5,*,137,4600.01,*,,,,,,,,
Norton,06/03/2020,126,634.35,1352,6806.66,9.32%,,,,,,,,
Norwell,06/03/2020,119,1111.64,734,6856.67,16.21%,,,,,,,,
Norwood,06/03/2020,563,1869.67,3309,10988.88,17.01%,,,,,,,,
Oak Bluffs,06/03/2020,5,96.73,268,5184.81,1.87%,,,,,,,,
Oakham,06/03/2020,6,283.98,107,5064.34,5.61%,,,,,,,,
Orange,06/03/2020,39,477.78,564,6909.40,6.91%,,,,,,,,
Orleans,06/03/2020,16,283.29,288,5099.15,5.56%,,,,,,,,
Otis,06/03/2020,<5,*,55,2960.41,*,,,,,,,,
Oxford,06/03/2020,67,486.12,831,6029.32,8.06%,,,,,,,,
Palmer,06/03/2020,45,378.33,643,5405.90,7.00%,,,,,,,,
Paxton,06/03/2020,31,626.36,259,5233.10,11.97%,,,,,,,,
Peabody,06/03/2020,947,1698.18,4788,8585.92,19.78%,,,,,,,,
Pelham,06/03/2020,<5,*,61,4892.41,*,,,,,,,,
Pembroke,06/03/2020,89,476.62,1092,5847.96,8.15%,,,,,,,,
Pepperell,06/03/2020,49,398.99,561,4568.06,8.73%,,,,,,,,
Peru,06/03/2020,<5,*,41,4876.28,*,,,,,,,,
Petersham,06/03/2020,7,552.57,83,6551.94,8.43%,,,,,,,,
Phillipston,06/03/2020,15,875.04,106,6183.62,14.15%,,,,,,,,
Pittsfield,06/03/2020,168,379.42,3639,8218.55,4.62%,,,,,,,,
Plainfield,06/03/2020,<5,*,29,4595.10,*,,,,,,,,
Plainville,06/03/2020,64,701.47,563,6170.74,11.37%,,,,,,,,
Plymouth,06/03/2020,545,878.52,4758,7669.73,11.45%,,,,,,,,
Plympton,06/03/2020,9,301.10,166,5553.55,5.42%,,,,,,,,
Princeton,06/03/2020,6,183.92,188,5762.72,3.19%,,,,,,,,
Provincetown,06/03/2020,22,838.46,267,10175.81,8.24%,,,,,,,,
Quincy,06/03/2020,1107,1094.52,7170,7089.16,15.44%,,,,,,,,
Randolph,06/03/2020,912,2665.18,3917,11446.85,23.28%,,,,,,,,
Raynham,06/03/2020,227,1519.71,1415,9473.09,16.04%,,,,,,,,
Reading,06/03/2020,291,1058.80,1860,6767.59,15.65%,,,,,,,,
Rehoboth,06/03/2020,58,459.74,619,4906.51,9.37%,,,,,,,,
Revere,06/03/2020,1667,2736.54,6403,10511.14,26.03%,,,,,,,,
Richmond,06/03/2020,5,376.53,49,3690.03,10.20%,,,,,,,,
Rochester,06/03/2020,33,585.36,339,6013.21,9.73%,,,,,,,,
Rockland,06/03/2020,284,1574.59,1534,8505.00,18.51%,,,,,,,,
Rockport,06/03/2020,76,1159.56,385,5874.10,19.74%,,,,,,,,
Rowe,06/03/2020,0,0,16,4673.23,0%,,,,,,,,
Rowley,06/03/2020,39,631.72,372,6025.67,10.48%,,,,,,,,
Royalston,06/03/2020,<5,*,59,4627.41,*,,,,,,,,
Russell,06/03/2020,11,582.93,81,4292.45,13.58%,,,,,,,,
Rutland,06/03/2020,52,577.20,513,5694.28,10.14%,,,,,,,,
Salem,06/03/2020,607,1348.33,3727,8278.81,16.29%,,,,,,,,
Salisbury,06/03/2020,51,576.88,539,6096.87,9.46%,,,,,,,,
Sandisfield,06/03/2020,<5,*,116,12418.31,*,,,,,,,,
Sandwich,06/03/2020,90,427.86,1083,5148.63,8.31%,,,,,,,,
Saugus,06/03/2020,526,1850.46,2616,9203.04,20.11%,,,,,,,,
Savoy,06/03/2020,<5,*,31,4902.85,*,,,,,,,,
Scituate,06/03/2020,173,954.67,1150,6346.05,15.04%,,,,,,,,
Seekonk,06/03/2020,76,542.77,725,5177.71,10.48%,,,,,,,,
Sharon,06/03/2020,142,775.50,1140,6225.86,12.46%,,,,,,,,
Sheffield,06/03/2020,15,485.90,156,5053.40,9.62%,,,,,,,,
Shelburne,06/03/2020,8,432.60,178,9625.40,4.49%,,,,,,,,
Sherborn,06/03/2020,13,338.78,154,4013.21,8.44%,,,,,,,,
Shirley,06/03/2020,173,2052.42,2254,26740.76,7.68%,,,,,,,,
Shrewsbury,06/03/2020,307,779.21,2563,6505.26,11.98%,,,,,,,,
Shutesbury,06/03/2020,<5,*,56,3188.83,*,,,,,,,,
Somerset,06/03/2020,197,1064.43,1982,10709.13,9.94%,,,,,,,,
Somerville,06/03/2020,882,1152.36,7879,10294.18,11.19%,,,,,,,,
South Hadley,06/03/2020,137,756.94,924,5105.22,14.83%,,,,,,,,
Southampton,06/03/2020,29,482.89,284,4728.96,10.21%,,,,,,,,
Southborough,06/03/2020,40,411.41,542,5574.59,7.38%,,,,,,,,
Southbridge,06/03/2020,133,789.63,778,4619.06,17.10%,,,,,,,,
Southwick,06/03/2020,48,490.13,462,4717.48,10.39%,,,,,,,,
Spencer,06/03/2020,48,416.66,672,5833.22,7.14%,,,,,,,,
Springfield,06/03/2020,2573,1625.06,12594,7954.12,20.43%,,,,,,,,
Sterling,06/03/2020,114,1447.92,645,8192.19,17.67%,,,,,,,,
Stockbridge,06/03/2020,14,802.96,130,7456.06,10.77%,,,,,,,,
Stoneham,06/03/2020,363,1627.51,2042,9155.33,17.78%,,,,,,,,
Stoughton,06/03/2020,591,2136.85,2854,10319.06,20.71%,,,,,,,,
Stow,06/03/2020,28,388.36,339,4701.96,8.26%,,,,,,,,
Sturbridge,06/03/2020,36,344.76,357,3418.85,10.08%,,,,,,,,
Sudbury,06/03/2020,188,1050.05,1135,6339.41,16.56%,,,,,,,,
Sunderland,06/03/2020,9,236.75,144,3788.00,6.25%,,,,,,,,
Sutton,06/03/2020,51,567.64,479,5331.39,10.65%,,,,,,,,
Swampscott,06/03/2020,123,897.37,1152,8404.67,10.68%,,,,,,,,
Swansea,06/03/2020,126,789.00,1350,8453.62,9.33%,,,,,,,,
Taunton,06/03/2020,934,1630.62,5846,10206.22,15.98%,,,,,,,,
Templeton,06/03/2020,119,1332.44,681,7625.16,17.47%,,,,,,,,
Tewksbury,06/03/2020,574,1864.20,3281,10655.83,17.49%,,,,,,,,
Tisbury,06/03/2020,7,168.21,319,7665.78,2.19%,,,,,,,,
Tolland,06/03/2020,<5,*,8,1895.26,*,,,,,,,,
Topsfield,06/03/2020,110,1882.29,471,8059.64,23.35%,,,,,,,,
Townsend,06/03/2020,30,327.91,460,5027.92,6.52%,,,,,,,,
Truro,06/03/2020,9,455.74,87,4405.45,10.34%,,,,,,,,
Tyngsborough,06/03/2020,86,717.21,862,7188.82,9.98%,,,,,,,,
Tyringham,06/03/2020,<5,*,17,6770.76,*,,,,,,,,
Upton,06/03/2020,24,265.46,333,3683.22,7.21%,,,,,,,,
Uxbridge,06/03/2020,67,434.69,765,4963.25,8.76%,,,,,,,,
Wakefield,06/03/2020,299,1107.21,2416,8946.55,12.38%,,,,,,,,
Wales,06/03/2020,<5,*,63,3305.55,*,,,,,,,,
Walpole,06/03/2020,227,876.42,2339,9030.64,9.71%,,,,,,,,
Waltham,06/03/2020,1170,1755.19,5251,7877.34,22.28%,,,,,,,,
Ware,06/03/2020,28,276.17,492,4852.66,5.69%,,,,,,,,
Wareham,06/03/2020,208,868.45,1789,7469.48,11.63%,,,,,,,,
Warren,06/03/2020,19,350.43,185,3412.04,10.27%,,,,,,,,
Warwick,06/03/2020,0,0,38,5069.95,0%,,,,,,,,
Washington,06/03/2020,<5,*,22,4816.63,*,,,,,,,,
Watertown,06/03/2020,367,1106.33,2455,7400.66,14.95%,,,,,,,,
Wayland,06/03/2020,107,805.60,900,6776.08,11.89%,,,,,,,,
Webster,06/03/2020,189,1099.41,1517,8824.38,12.46%,,,,,,,,
Wellesley,06/03/2020,223,749.97,1502,5051.34,14.85%,,,,,,,,
Wellfleet,06/03/2020,<5,*,126,4567.38,*,,,,,,,,
Wendell,06/03/2020,0,0,35,4791.72,0%,,,,,,,,
Wenham,06/03/2020,19,364.96,188,3611.16,10.11%,,,,,,,,
West Boylston,06/03/2020,41,522.28,578,7362.87,7.09%,,,,,,,,
West Bridgewater,06/03/2020,143,1973.09,656,9051.37,21.80%,,,,,,,,
West Brookfield,06/03/2020,17,458.27,345,9300.25,4.93%,,,,,,,,
West Newbury,06/03/2020,8,196.01,166,4067.13,4.82%,,,,,,,,
West Springfield,06/03/2020,352,1194.96,2150,7298.74,16.37%,,,,,,,,
West Stockbridge,06/03/2020,5,418.16,51,4265.28,9.80%,,,,,,,,
West Tisbury,06/03/2020,7,242.81,112,3884.88,6.25%,,,,,,,,
Westborough,06/03/2020,333,1767.31,1598,8480.98,20.84%,,,,,,,,
Westfield,06/03/2020,428,1029.38,2621,6303.75,16.33%,,,,,,,,
Westford,06/03/2020,134,579.10,1469,6348.49,9.12%,,,,,,,,
Westhampton,06/03/2020,5,293.92,51,2998.00,9.80%,,,,,,,,
Westminster,06/03/2020,32,436.43,471,6423.77,6.79%,,,,,,,,
Weston,06/03/2020,106,955.49,913,8229.86,11.61%,,,,,,,,
Westport,06/03/2020,87,522.71,1091,6554.96,7.97%,,,,,,,,
Westwood,06/03/2020,122,827.72,1038,7042.36,11.75%,,,,,,,,
Weymouth,06/03/2020,682,1216.48,4635,8267.44,14.71%,,,,,,,,
Whately,06/03/2020,<5,*,33,2244.82,*,,,,,,,,
Whitman,06/03/2020,185,1199.76,1140,7393.10,16.23%,,,,,,,,
Wilbraham,06/03/2020,216,1485.31,942,6477.59,22.93%,,,,,,,,
Williamsburg,06/03/2020,10,405.37,183,7418.34,5.46%,,,,,,,,
Williamstown,06/03/2020,83,1126.38,586,7952.51,14.16%,,,,,,,,
Wilmington,06/03/2020,323,1325.23,1780,7303.11,18.15%,,,,,,,,
Winchendon,06/03/2020,87,809.56,797,7416.27,10.92%,,,,,,,,
Winchester,06/03/2020,113,506.19,1526,6835.77,7.40%,,,,,,,,
Windsor,06/03/2020,0,0,33,3863.29,0%,,,,,,,,
Winthrop,06/03/2020,245,1299.93,1492,7916.29,16.42%,,,,,,,,
Woburn,06/03/2020,586,1412.36,3471,8365.68,16.88%,,,,,,,,
Worcester,06/03/2020,4910,2559.04,21914,11421.36,22.41%,,,,,,,,
Worthington,06/03/2020,0,0,47,4432.56,0%,,,,,,,,
Wrentham,06/03/2020,189,1676.35,1277,11326.47,14.80%,,,,,,,,
Yarmouth,06/03/2020,108,449.56,1555,6472.89,6.95%,,,,,,,,
Unknown,06/03/2020,271,*,28433,*,*,,,,,,,,
State,06/03/2020,97964,1406.16,614133,8815.15,15.95%,,,,,,,,
Abington,05/27/2020,226,1258.28,1346,"7,494",16.80%,,,,,,,,
Acton,05/27/2020,148,623.63,1212,"5,107",12.20%,,,,,,,,
Acushnet,05/27/2020,81,774.87,666,"6,371",12.20%,,,,,,,,
Adams,05/27/2020,35,422.67,344,"4,154",10.20%,,,,,,,,
Agawam,05/27/2020,433,1513.76,2079,"7,268",20.80%,,,,,,,,
Alford,05/27/2020,0,0,7,"1,501",0.00%,,,,,,,,
Amesbury,05/27/2020,168,1009.29,1172,"7,041",14.30%,,,,,,,,
Amherst,05/27/2020,89,219.76,1115,"2,753",8.00%,,,,,,,,
Andover,05/27/2020,288,799.66,2008,"5,575",14.30%,,,,,,,,
Aquinnah,05/27/2020,0,0,10,"3,772",0.00%,,,,,,,,
Arlington,05/27/2020,291,635.25,2251,"4,914",12.90%,,,,,,,,
Ashburnham,05/27/2020,29,461.79,326,"5,191",8.90%,,,,,,,,
Ashby,05/27/2020,15,433.84,152,"4,396",9.90%,,,,,,,,
Ashfield,05/27/2020,<5,*,46,"2,682",*,,,,,,,,
Ashland,05/27/2020,232,1190.18,1233,"6,325",18.80%,,,,,,,,
Athol,05/27/2020,55,459.67,864,"7,221",6.40%,,,,,,,,
Attleboro,05/27/2020,609,1316.25,3354,"7,249",18.20%,,,,,,,,
Auburn,05/27/2020,196,1188.42,1257,"7,622",15.60%,,,,,,,,
Avon,05/27/2020,66,1506.61,397,"9,062",16.60%,,,,,,,,
Ayer,05/27/2020,72,891.09,1429,"17,686",5.00%,,,,,,,,
Barnstable,05/27/2020,339,755.93,2679,"5,974",12.70%,,,,,,,,
Barre,05/27/2020,53,953.62,315,"5,668",16.80%,,,,,,,,
Becket,05/27/2020,12,666.5,80,"4,443",15.00%,,,,,,,,
Bedford,05/27/2020,218,1463.44,2268,"15,225",9.60%,,,,,,,,
Belchertown,05/27/2020,92,577.79,676,"4,245",13.60%,,,,,,,,
Bellingham,05/27/2020,118,660.09,902,"5,046",13.10%,,,,,,,,
Belmont,05/27/2020,218,798.35,1302,"4,768",16.70%,,,,,,,,
Berkley,05/27/2020,58,855.44,444,"6,549",13.10%,,,,,,,,
Berlin,05/27/2020,22,688.95,171,"5,355",12.90%,,,,,,,,
Bernardston,05/27/2020,6,286.94,92,"4,400",6.50%,,,,,,,,
Beverly,05/27/2020,569,1382.19,2782,"6,758",20.50%,,,,,,,,
Billerica,05/27/2020,509,1167.88,3109,"7,134",16.40%,,,,,,,,
Blackstone,05/27/2020,43,475.43,502,"5,550",8.60%,,,,,,,,
Blandford,05/27/2020,<5,*,35,"2,881",*,,,,,,,,
Bolton,05/27/2020,12,237.5,196,"3,879",6.10%,,,,,,,,
Boston,05/27/2020,13061,1879.37,56074,"8,069",23.30%,,,,,,,,
Bourne,05/27/2020,151,721.8,1262,"6,033",12.00%,,,,,,,,
Boxborough,05/27/2020,23,450.31,242,"4,738",9.50%,,,,,,,,
Boxford,05/27/2020,38,492.41,354,"4,587",10.70%,,,,,,,,
Boylston,05/27/2020,20,445.55,250,"5,569",8.00%,,,,,,,,
